system_id,radius,v_obs,v_err,baryon_term,history_term
CamB,0.160000,1.990000,1.500000,17.522100,0.000000
CamB,0.410000,4.840000,1.500000,107.658500,0.000000
CamB,0.570000,6.790000,1.500000,169.769700,0.000000
CamB,0.730000,8.870000,1.500000,234.071300,0.000000
CamB,0.900000,10.900000,1.500000,279.412900,0.000000
CamB,1.060000,12.900000,1.500000,303.491200,0.000000
CamB,1.220000,14.700000,1.500000,302.961700,0.000000
CamB,1.470000,16.800000,1.500000,318.096400,0.000000
CamB,1.790000,20.100000,1.500000,270.056200,133.953800
D512-2,0.960000,22.900000,2.710000,237.168900,287.241100
D512-2,1.920000,33.500000,2.710000,488.377600,633.872400
D512-2,2.880000,37.200000,4.190000,478.216100,905.623900
D512-2,3.830000,35.900000,5.980000,468.654500,820.155500
D564-8,0.510000,8.540000,1.530000,52.490500,20.441100
D564-8,1.020000,15.100000,1.410000,103.404500,124.605500
D564-8,1.530000,19.800000,1.800000,122.823700,269.216300
D564-8,2.040000,21.900000,1.820000,123.622100,355.987900
D564-8,2.560000,24.000000,1.890000,116.451400,459.548600
D564-8,3.070000,25.000000,2.050000,108.084100,516.915900
D631-7,0.450000,8.410000,1.580000,170.360100,0.000000
D631-7,0.900000,17.800000,2.220000,423.390500,0.000000
D631-7,1.350000,26.000000,2.350000,709.867600,0.000000
D631-7,1.800000,30.900000,2.220000,807.115300,147.694700
D631-7,2.250000,34.700000,1.820000,792.816400,411.273600
D631-7,2.690000,38.800000,1.810000,776.709700,728.730300
D631-7,3.140000,42.500000,1.570000,731.102500,1075.147500
D631-7,3.590000,45.600000,1.590000,691.114500,1388.245500
D631-7,4.040000,48.800000,1.830000,651.581300,1729.858700
D631-7,4.490000,51.800000,1.910000,605.970100,2077.269900
D631-7,4.940000,54.800000,2.190000,565.763300,2437.276700
D631-7,5.390000,56.600000,2.730000,524.987200,2678.572800
D631-7,5.840000,58.400000,3.270000,488.065000,2922.495000
D631-7,6.290000,58.500000,3.950000,453.847400,2968.402600
D631-7,6.740000,57.700000,4.070000,422.834000,2906.456000
D631-7,7.190000,57.300000,3.940000,394.027300,2889.262700
DDO064,0.100000,6.290000,4.620000,5.118500,34.445600
DDO064,0.300000,13.900000,4.620000,45.818600,147.391400
DDO064,0.490000,15.600000,4.620000,93.918500,149.441500
DDO064,0.690000,18.400000,4.620000,199.966500,138.593500
DDO064,0.890000,22.500000,4.620000,233.322500,272.927500
DDO064,1.090000,26.500000,4.620000,293.989000,408.261000
DDO064,1.290000,35.300000,4.620000,386.979700,859.110300
DDO064,1.480000,40.500000,4.620000,521.860000,1118.390000
DDO064,1.680000,44.200000,4.890000,629.962000,1323.678000
DDO064,1.880000,46.300000,4.620000,711.597200,1432.092800
DDO064,2.080000,46.400000,4.620000,750.539600,1402.420400
DDO064,2.270000,46.300000,4.620000,759.141800,1384.548200
DDO064,2.370000,46.400000,6.730000,770.280200,1382.679800
DDO064,2.980000,46.900000,8.650000,787.693000,1411.917000
DDO154,0.490000,13.800000,1.600000,165.523700,24.916300
DDO154,0.990000,21.600000,0.800000,267.354100,199.205900
DDO154,1.480000,28.900000,0.700000,285.859400,549.350600
DDO154,1.970000,34.300000,0.500000,310.594000,865.896000
DDO154,2.470000,38.200000,0.400000,321.785300,1137.454700
DDO154,2.960000,42.000000,0.200000,346.345600,1417.654400
DDO154,3.460000,44.600000,0.200000,379.816900,1609.343100
DDO154,3.950000,46.300000,0.200000,381.141000,1762.549000
DDO154,4.440000,47.400000,0.300000,358.694500,1888.065500
DDO154,4.940000,48.200000,0.600000,334.097000,1989.143000
DDO154,5.430000,47.400000,0.700000,307.940900,1938.819100
DDO154,5.920000,45.500000,1.300000,283.797200,1786.452800
DDO161,0.600000,16.000000,3.530000,205.020500,50.979500
DDO161,0.730000,16.600000,4.830000,268.142800,7.417200
DDO161,0.850000,18.600000,2.500000,319.662900,26.297100
DDO161,0.980000,20.000000,7.580000,398.729700,1.270300
DDO161,1.070000,21.400000,4.030000,452.093800,5.866200
DDO161,1.540000,28.900000,2.740000,735.202000,100.008000
DDO161,2.020000,32.900000,2.650000,972.194000,110.216000
DDO161,2.490000,35.200000,2.880000,1131.332900,107.707100
DDO161,2.960000,37.600000,3.050000,1218.478500,195.281500
DDO161,3.430000,40.600000,3.680000,1247.797700,400.562300
DDO161,3.900000,42.700000,3.250000,1281.884500,541.405500
DDO161,4.370000,45.500000,2.990000,1293.592900,776.657100
DDO161,4.860000,48.900000,1.960000,1295.016400,1096.193600
DDO161,5.340000,51.500000,1.530000,1288.232200,1364.017800
DDO161,5.810000,53.000000,1.860000,1272.688100,1536.311900
DDO161,6.280000,55.000000,1.480000,1274.980000,1750.020000
DDO161,6.750000,57.600000,0.990000,1278.797000,2038.963000
DDO161,7.220000,59.700000,1.190000,1293.674400,2270.415600
DDO161,7.690000,60.500000,1.260000,1321.882400,2338.367600
DDO161,8.160000,61.800000,1.330000,1354.007200,2465.232800
DDO161,8.640000,62.900000,1.350000,1370.570500,2585.839500
DDO161,9.110000,63.000000,2.090000,1391.196500,2577.803500
DDO161,9.580000,64.500000,2.380000,1384.498000,2775.752000
DDO161,10.050000,65.600000,1.080000,1369.584800,2933.775200
DDO161,10.520000,67.500000,3.220000,1317.609000,3238.641000
DDO161,10.990000,66.800000,2.370000,1258.276000,3203.964000
DDO161,11.460000,66.800000,0.950000,1191.528500,3270.711500
DDO161,11.940000,66.600000,0.960000,1127.470900,3308.089100
DDO161,12.410000,66.800000,0.990000,1066.042000,3396.198000
DDO161,12.900000,66.300000,0.740000,1015.215700,3380.474300
DDO161,13.370000,66.100000,1.310000,958.084200,3411.125800
DDO168,0.410000,15.000000,4.100000,176.926500,48.073500
DDO168,0.820000,23.400000,1.300000,487.162000,60.398000
DDO168,1.240000,29.200000,1.500000,631.920200,220.719800
DDO168,1.640000,36.200000,1.100000,663.720100,646.719900
DDO168,2.060000,44.000000,1.100000,769.272100,1166.727900
DDO168,2.470000,52.100000,1.200000,802.137800,1912.272200
DDO168,2.890000,52.900000,1.700000,815.362600,1983.047400
DDO168,3.300000,54.800000,2.200000,812.603700,2190.436300
DDO168,3.710000,55.000000,2.500000,811.573200,2213.426800
DDO168,4.120000,52.000000,2.700000,785.084500,1918.915500
DDO170,1.870000,27.700000,3.000000,406.218500,361.071500
DDO170,3.360000,42.400000,1.500000,617.167400,1180.592600
DDO170,4.860000,52.500000,1.000000,821.551700,1934.698300
DDO170,6.350000,55.600000,1.000000,973.141000,2118.219000
DDO170,7.850000,58.600000,1.100000,1075.827700,2358.132300
DDO170,9.340000,59.000000,1.200000,1064.868100,2416.131900
DDO170,10.830000,60.000000,1.300000,974.235400,2625.764600
DDO170,12.330000,62.200000,1.000000,845.310100,3023.529900
ESO079-G014,0.410000,33.200000,11.600000,842.986600,259.253400
ESO079-G014,0.980000,50.400000,11.800000,2285.208100,254.951900
ESO079-G014,1.780000,53.900000,9.750000,3900.730600,0.000000
ESO079-G014,2.690000,67.600000,5.100000,5770.332900,0.000000
ESO079-G014,3.360000,81.700000,5.060000,6842.756500,0.000000
ESO079-G014,4.390000,102.000000,5.350000,7632.701000,2771.299000
ESO079-G014,5.650000,116.000000,6.440000,8596.622900,4859.377100
ESO079-G014,6.340000,132.000000,9.100000,9356.964500,8067.035500
ESO079-G014,6.890000,137.000000,5.250000,10247.177800,8521.822200
ESO079-G014,8.340000,154.000000,4.200000,13249.589000,10466.411000
ESO079-G014,10.040000,163.000000,3.280000,17155.931300,9413.068700
ESO079-G014,11.650000,170.000000,2.410000,18743.790600,10156.209400
ESO079-G014,13.360000,175.000000,2.180000,18996.780100,11628.219900
ESO079-G014,15.060000,177.000000,2.230000,18068.756500,13260.243500
ESO079-G014,16.670000,178.000000,2.030000,17072.533000,14611.467000
ESO116-G012,0.250000,20.900000,3.400000,300.377300,136.432700
ESO116-G012,0.830000,40.000000,3.290000,1225.441600,374.558400
ESO116-G012,1.380000,51.500000,2.960000,2638.198100,14.051900
ESO116-G012,1.850000,67.900000,3.450000,3835.693000,774.717000
ESO116-G012,2.680000,80.200000,2.930000,3816.291700,2615.748300
ESO116-G012,3.190000,83.300000,3.080000,4268.671300,2670.218700
ESO116-G012,3.680000,91.400000,2.830000,4650.855700,3703.104300
ESO116-G012,4.130000,102.000000,5.400000,4896.078500,5507.921500
ESO116-G012,5.230000,105.000000,4.210000,4819.727300,6205.272700
ESO116-G012,6.050000,109.000000,2.100000,4355.006500,7525.993500
ESO116-G012,6.810000,108.000000,2.100000,3923.764000,7740.236000
ESO116-G012,7.560000,109.000000,2.100000,3816.522100,8064.477900
ESO116-G012,8.320000,110.000000,2.100000,3763.861300,8336.138700
ESO116-G012,9.090000,111.000000,2.330000,3668.386500,8652.613500
ESO116-G012,9.860000,112.000000,4.740000,3285.783200,9258.216800
ESO444-G084,0.260000,18.300000,1.800000,90.124200,244.765800
ESO444-G084,0.770000,35.300000,3.000000,352.146600,893.943400
ESO444-G084,1.290000,47.800000,4.630000,482.014100,1802.825900
ESO444-G084,1.810000,52.800000,1.260000,548.736500,2239.103500
ESO444-G084,2.320000,58.000000,3.110000,554.406500,2809.593500
ESO444-G084,3.390000,63.100000,1.350000,401.813000,3579.797000
ESO444-G084,4.440000,62.700000,7.360000,281.563400,3649.726600
ESO563-G021,0.450000,18.900000,9.780000,4249.736100,0.000000
ESO563-G021,1.340000,58.300000,10.500000,14440.828900,0.000000
ESO563-G021,2.230000,74.100000,5.690000,18900.750400,0.000000
ESO563-G021,3.120000,119.000000,4.270000,21368.592400,0.000000
ESO563-G021,4.010000,141.000000,3.760000,24919.779600,0.000000
ESO563-G021,4.900000,195.000000,4.540000,30902.124100,7122.875900
ESO563-G021,5.790000,227.000000,4.200000,39676.656100,11852.343900
ESO563-G021,6.690000,246.000000,4.240000,47467.336900,13048.663100
ESO563-G021,7.580000,268.000000,5.560000,52280.822500,19543.177500
ESO563-G021,8.470000,283.000000,2.960000,58447.897600,21641.102400
ESO563-G021,10.230000,291.000000,9.810000,68089.683600,16591.316400
ESO563-G021,12.060000,310.000000,4.740000,75647.003200,20452.996800
ESO563-G021,13.440000,310.000000,20.400000,77273.040400,18826.959600
ESO563-G021,15.180000,310.000000,16.100000,79674.734600,16425.265400
ESO563-G021,16.830000,314.000000,13.500000,80506.321300,18089.678700
ESO563-G021,18.560000,317.000000,12.700000,76960.529000,23528.471000
ESO563-G021,20.300000,319.000000,10.400000,75180.359700,26580.640300
ESO563-G021,21.940000,318.000000,10.800000,75659.304400,25464.695600
ESO563-G021,23.680000,317.000000,9.300000,75199.104500,25289.895500
ESO563-G021,25.410000,317.000000,7.230000,70468.224800,30020.775200
ESO563-G021,27.060000,312.000000,8.390000,66136.585000,31207.415000
ESO563-G021,28.800000,312.000000,8.370000,61325.049700,36018.950300
ESO563-G021,30.530000,311.000000,11.500000,56718.028900,40002.971100
ESO563-G021,32.180000,310.000000,14.500000,53261.467400,42838.532600
ESO563-G021,33.910000,313.000000,15.900000,50310.854100,47658.145900
ESO563-G021,35.650000,320.000000,8.830000,47399.602500,55000.397500
ESO563-G021,37.300000,321.000000,7.880000,45077.711400,57963.288600
ESO563-G021,39.030000,320.000000,8.000000,42682.394500,59717.605500
ESO563-G021,40.760000,315.000000,9.820000,40523.892100,58701.107900
ESO563-G021,42.410000,312.000000,9.070000,38797.956200,58546.043800
F561-1,1.610000,23.400000,10.000000,845.676200,0.000000
F561-1,3.230000,40.600000,5.000000,1523.981300,124.378700
F561-1,4.840000,45.500000,5.000000,1775.614100,294.635900
F561-1,6.450000,49.200000,5.000000,2375.363700,45.276300
F561-1,8.060000,50.400000,5.000000,3028.631300,0.000000
F561-1,9.660000,50.400000,5.000000,3300.461200,0.000000
F563-1,1.070000,22.100000,7.170000,338.810400,149.599600
F563-1,1.780000,42.700000,10.660000,616.981000,1206.309000
F563-1,2.490000,60.600000,7.690000,792.565000,2879.795000
F563-1,2.970000,76.800000,11.100000,860.286800,5037.953200
F563-1,3.040000,81.600000,17.500000,859.400100,5799.159900
F563-1,3.190000,87.000000,8.930000,865.065700,6703.934300
F563-1,6.950000,90.000000,24.800000,1192.293800,6907.706200
F563-1,8.580000,97.800000,9.400000,1367.437000,8197.403000
F563-1,9.260000,93.700000,25.300000,1445.921000,7333.769000
F563-1,9.890000,103.000000,23.800000,1536.046100,9072.953900
F563-1,10.080000,97.400000,11.000000,1571.249000,7915.511000
F563-1,11.840000,106.500000,9.480000,1723.512500,9618.737500
F563-1,14.560000,112.000000,11.000000,1588.626500,10955.373500
F563-1,15.430000,111.500000,9.400000,1573.002100,10859.247900
F563-1,17.930000,111.000000,24.300000,1664.200000,10656.800000
F563-1,19.020000,112.500000,7.750000,1706.625000,10949.625000
F563-1,20.100000,106.000000,10.700000,1736.000500,9499.999500
F563-V1,1.310000,12.000000,5.000000,144.039200,0.000000
F563-V1,2.630000,21.700000,5.000000,377.238100,93.651900
F563-V1,3.930000,28.600000,5.000000,738.192200,79.767800
F563-V1,5.240000,29.500000,5.000000,855.604000,14.646000
F563-V1,6.550000,28.600000,5.000000,899.478500,0.000000
F563-V1,7.870000,27.300000,5.000000,951.117800,0.000000
F563-V2,0.280000,11.900000,7.890000,39.590900,102.019100
F563-V2,0.870000,34.800000,7.890000,319.754500,891.285500
F563-V2,1.460000,58.500000,8.680000,771.729300,2650.520700
F563-V2,2.050000,81.500000,14.200000,1288.065600,5354.184400
F563-V2,2.350000,91.800000,17.500000,1489.941700,6937.298300
F563-V2,4.760000,114.000000,8.680000,2306.628000,10689.372000
F563-V2,7.860000,116.000000,8.680000,2872.694500,10583.305500
F563-V2,8.700000,117.000000,16.600000,3172.993000,10516.007000
F563-V2,10.180000,118.000000,51.900000,3018.157000,10905.843000
F563-V2,10.470000,118.000000,40.300000,2993.113300,10930.886700
F565-V2,1.260000,21.700000,10.000000,162.450000,308.440000
F565-V2,2.510000,40.300000,10.000000,411.362900,1212.727100
F565-V2,3.780000,57.700000,7.000000,584.285000,2745.005000
F565-V2,5.030000,68.500000,7.000000,673.132500,4019.117500
F565-V2,6.290000,73.500000,7.000000,878.818100,4523.431900
F565-V2,7.540000,78.500000,5.000000,1032.148800,5130.101200
F565-V2,8.800000,83.100000,6.000000,1083.894500,5821.715500
F567-2,1.920000,26.900000,8.000000,669.292900,54.317100
F567-2,3.830000,46.800000,5.000000,1192.256200,997.983800
F567-2,5.750000,47.600000,5.000000,1083.860000,1181.900000
F567-2,7.670000,48.100000,8.000000,1391.523400,922.086600
F567-2,9.590000,52.200000,10.000000,1678.910900,1045.929100
F568-1,0.440000,15.700000,9.100000,154.634000,91.856000
F568-1,1.320000,44.500000,9.100000,840.732200,1139.517800
F568-1,2.200000,69.400000,9.100000,1323.693200,3492.666800
F568-1,3.080000,90.000000,11.400000,1624.483400,6475.516600
F568-1,3.960000,105.000000,9.880000,1703.261800,9321.738200
F568-1,4.840000,113.000000,16.200000,1871.713600,10897.286400
F568-1,5.530000,117.000000,24.800000,2051.425700,11637.574300
F568-1,7.480000,124.000000,9.100000,2971.492900,12404.507100
F568-1,8.370000,127.000000,9.100000,3394.296900,12734.703100
F568-1,9.240000,130.000000,9.100000,3711.869200,13188.130800
F568-1,10.130000,133.000000,9.100000,3974.819300,13714.180700
F568-1,13.230000,142.000000,23.800000,4743.709700,15420.290300
F568-3,0.640000,12.400000,8.600000,185.266000,0.000000
F568-3,1.180000,21.900000,6.200000,450.571400,29.038600
F568-3,1.800000,32.300000,1.880000,770.958400,272.331600
F568-3,2.030000,37.900000,6.200000,888.029200,548.380800
F568-3,2.780000,53.100000,9.500000,1327.091600,1492.518400
F568-3,3.000000,62.400000,11.000000,1452.710800,2441.049200
F568-3,3.640000,68.000000,6.200000,1806.521600,2817.478400
F568-3,4.190000,78.000000,7.980000,2091.763300,3992.236700
F568-3,4.600000,82.300000,6.200000,2202.804500,4570.485500
F568-3,5.140000,85.700000,6.300000,2306.462500,5038.027500
F568-3,5.390000,85.500000,6.510000,2394.370600,4915.879400
F568-3,6.310000,89.500000,15.600000,2757.900800,5252.349200
F568-3,9.100000,95.200000,15.500000,3345.072200,5717.967800
F568-3,10.170000,97.500000,6.200000,3599.050100,5907.199900
F568-3,11.990000,101.000000,10.200000,3799.598400,6401.401600
F568-3,14.020000,107.000000,10.700000,3838.705000,7610.295000
F568-3,15.940000,117.000000,11.700000,3924.449000,9764.551000
F568-3,17.980000,120.000000,12.000000,3919.060900,10480.939100
F568-V1,0.390000,17.400000,30.400000,151.294600,151.465400
F568-V1,1.180000,46.300000,37.100000,848.037700,1295.652300
F568-V1,1.950000,69.100000,13.100000,1216.565300,3558.244700
F568-V1,2.740000,85.200000,6.200000,1374.927300,5884.112700
F568-V1,3.530000,93.200000,6.200000,1712.185600,6974.054400
F568-V1,4.300000,100.000000,12.400000,2022.572500,7977.427500
F568-V1,5.090000,108.000000,6.200000,2155.028900,9508.971100
F568-V1,5.870000,112.000000,6.200000,2167.226100,10376.773900
F568-V1,6.400000,113.000000,24.900000,2222.136900,10546.863100
F568-V1,7.440000,113.000000,15.500000,2385.021200,10383.978800
F568-V1,8.210000,112.000000,13.100000,2511.737000,10032.263000
F568-V1,9.000000,111.000000,26.400000,2510.570500,9810.429500
F568-V1,9.720000,111.000000,19.400000,2590.026100,9730.973900
F568-V1,11.790000,113.000000,12.500000,2833.885800,9935.114200
F568-V1,17.630000,118.000000,14.600000,2395.095300,11528.904700
F571-8,0.220000,12.400000,7.000000,1466.970500,0.000000
F571-8,0.780000,37.500000,4.000000,7349.905000,0.000000
F571-8,1.330000,56.500000,4.000000,10831.210000,0.000000
F571-8,2.330000,69.100000,4.000000,13127.318100,0.000000
F571-8,3.440000,85.500000,7.500000,11567.850500,0.000000
F571-8,3.780000,87.100000,8.400000,10806.834100,0.000000
F571-8,4.770000,105.000000,4.000000,8540.417300,2484.582700
F571-8,5.440000,112.000000,6.700000,7550.068500,4993.931500
F571-8,6.110000,116.000000,4.000000,6718.518900,6737.481100
F571-8,7.220000,124.000000,4.000000,5920.633800,9455.366200
F571-8,9.330000,135.000000,4.000000,4812.640900,13412.359100
F571-8,11.100000,140.000000,4.000000,4266.017600,15333.982400
F571-8,15.550000,144.000000,5.000000,3199.723300,17536.276700
F571-V1,1.950000,32.000000,10.000000,629.014900,394.985100
F571-V1,3.880000,57.600000,10.000000,1493.234900,1824.525100
F571-V1,5.830000,70.900000,7.000000,1537.209700,3489.600300
F571-V1,7.780000,77.000000,6.000000,1720.918800,4208.081200
F571-V1,9.720000,82.500000,6.000000,1892.330900,4913.919100
F571-V1,11.660000,84.300000,6.000000,1794.902500,5311.587500
F571-V1,13.590000,83.900000,6.000000,1535.936400,5503.273600
F574-1,0.470000,15.300000,4.400000,168.802600,65.287400
F574-1,1.410000,41.000000,4.360000,1081.868800,599.131200
F574-1,2.350000,60.700000,4.400000,1695.211300,1989.278700
F574-1,3.290000,74.900000,4.400000,1811.933000,3798.077000
F574-1,4.220000,83.000000,6.280000,1998.181800,4890.818200
F574-1,5.170000,86.800000,4.400000,2240.796100,5293.443900
F574-1,6.110000,89.400000,4.400000,2495.316100,5497.043900
F574-1,7.050000,92.500000,4.400000,2607.358100,5948.891900
F574-1,7.990000,94.700000,4.400000,2773.267400,6194.822600
F574-1,8.920000,96.300000,4.400000,2777.929300,6495.760700
F574-1,9.870000,97.800000,4.400000,2959.617700,6605.222300
F574-1,10.790000,98.800000,4.620000,3158.108900,6603.331100
F574-1,11.800000,99.500000,4.400000,3342.414800,6557.835200
F574-1,12.600000,99.700000,5.140000,3420.236500,6519.853500
F574-2,2.170000,12.600000,10.000000,541.641700,0.000000
F574-2,4.320000,23.000000,10.000000,801.925200,0.000000
F574-2,6.490000,30.000000,8.000000,1399.360000,0.000000
F574-2,8.650000,36.000000,8.000000,1745.436100,0.000000
F574-2,10.830000,40.000000,8.000000,2112.691300,0.000000
F579-V1,0.420000,35.700000,9.100000,239.742100,1034.747900
F579-V1,1.470000,83.300000,9.300000,1674.980000,5263.910000
F579-V1,2.110000,94.200000,10.400000,2386.130000,6487.510000
F579-V1,2.840000,97.600000,9.100000,2873.600000,6652.160000
F579-V1,3.900000,101.000000,9.100000,3353.722100,6847.277900
F579-V1,4.740000,105.000000,16.700000,4091.230900,6933.769100
F579-V1,5.690000,106.000000,9.100000,4793.859200,6442.140800
F579-V1,6.320000,108.000000,11.500000,5100.436900,6563.563100
F579-V1,7.370000,110.000000,23.000000,5558.531200,6541.468800
F579-V1,8.210000,112.000000,19.700000,5697.391400,6846.608600
F579-V1,9.160000,113.000000,9.100000,5973.889000,6795.111000
F579-V1,10.850000,114.000000,9.100000,6078.533800,6917.466200
F579-V1,12.210000,114.000000,9.100000,5696.424000,7299.576000
F579-V1,15.160000,114.000000,11.200000,5132.786500,7863.213500
F583-1,0.260000,14.600000,13.000000,25.853600,187.306400
F583-1,0.440000,10.000000,7.000000,67.488500,32.511500
F583-1,0.770000,10.700000,7.130000,175.062100,0.000000
F583-1,0.890000,17.400000,9.600000,214.870900,87.889100
F583-1,1.220000,23.500000,11.200000,304.849000,247.401000
F583-1,1.550000,31.000000,5.200000,346.337300,614.662700
F583-1,1.800000,32.300000,2.410000,343.174900,700.115100
F583-1,2.210000,40.900000,5.900000,375.744500,1297.065500
F583-1,2.310000,43.800000,4.260000,389.367700,1529.072300
F583-1,2.540000,44.800000,4.500000,423.072000,1583.968000
F583-1,3.100000,51.700000,12.700000,517.691200,2155.198800
F583-1,3.430000,55.700000,4.500000,586.567700,2515.922300
F583-1,3.860000,59.400000,9.850000,631.428500,2896.931500
F583-1,4.090000,62.000000,4.500000,643.831700,3200.168300
F583-1,4.370000,63.000000,3.200000,682.084000,3286.916000
F583-1,4.760000,66.600000,6.900000,731.525000,3704.035000
F583-1,5.400000,71.300000,2.950000,811.431400,4272.258600
F583-1,5.860000,72.300000,15.500000,864.500800,4362.789200
F583-1,6.080000,73.400000,6.000000,885.236500,4502.323500
F583-1,6.430000,72.400000,5.810000,924.210500,4317.549500
F583-1,6.970000,77.100000,12.100000,998.976500,4945.433500
F583-1,7.960000,80.300000,13.500000,1144.865700,5303.224300
F583-1,10.290000,84.700000,6.000000,1490.323700,5683.766300
F583-1,15.490000,86.900000,5.600000,1863.764000,5687.846000
F583-1,16.260000,85.800000,8.600000,1856.270600,5505.369400
F583-4,0.220000,10.700000,4.900000,31.469000,83.021000
F583-4,0.760000,24.700000,4.900000,314.313800,295.776200
F583-4,1.310000,38.900000,4.900000,720.382500,792.827500
F583-4,1.940000,42.700000,7.890000,1065.069800,758.220200
F583-4,3.920000,55.000000,4.900000,1536.077600,1488.922400
F583-4,4.350000,57.200000,4.900000,1560.953800,1710.886200
F583-4,5.000000,59.800000,4.900000,1634.118100,1941.921900
F583-4,5.050000,62.500000,3.430000,1633.843600,2272.406400
F583-4,5.830000,61.800000,3.980000,1619.434400,2199.805600
F583-4,6.090000,64.400000,4.900000,1615.695300,2531.664700
F583-4,6.740000,67.200000,4.900000,1740.065300,2775.774700
F583-4,7.290000,69.900000,4.900000,1601.050500,3284.959500
IC2574,0.850000,10.300000,0.200000,91.968100,14.121900
IC2574,1.140000,12.900000,2.700000,143.760100,22.649900
IC2574,1.420000,16.400000,1.800000,192.152500,76.807500
IC2574,1.710000,18.600000,2.100000,245.006500,100.953500
IC2574,1.990000,19.800000,2.000000,307.317200,84.722800
IC2574,2.280000,26.100000,0.600000,349.645300,331.564700
IC2574,2.550000,27.700000,2.700000,396.886900,370.403100
IC2574,2.840000,29.700000,2.600000,432.266000,449.824000
IC2574,3.130000,33.000000,3.400000,463.016200,625.983800
IC2574,3.410000,34.800000,1.200000,484.724500,726.315500
IC2574,3.700000,35.000000,0.900000,480.672100,744.327900
IC2574,3.980000,39.000000,10.200000,479.432500,1041.567500
IC2574,4.260000,35.900000,5.400000,516.359300,772.450700
IC2574,4.550000,40.000000,4.100000,616.398500,983.601500
IC2574,4.840000,38.700000,1.400000,735.576400,762.113600
IC2574,5.120000,41.800000,0.500000,802.644500,944.595500
IC2574,5.410000,42.900000,0.400000,834.944500,1005.465500
IC2574,5.680000,44.400000,1.700000,895.235300,1076.124700
IC2574,5.970000,46.100000,1.300000,947.372500,1177.837500
IC2574,6.260000,49.000000,0.900000,1005.572500,1395.427500
IC2574,6.540000,51.900000,0.600000,1054.892500,1638.717500
IC2574,6.830000,53.100000,2.100000,1053.386900,1766.223100
IC2574,7.100000,54.000000,0.500000,1061.166600,1854.833400
IC2574,7.390000,55.900000,1.100000,1072.501200,2052.308800
IC2574,7.680000,58.800000,3.600000,1110.159700,2347.280300
IC2574,7.960000,57.300000,4.600000,1139.769000,2143.521000
IC2574,8.250000,54.000000,9.000000,1159.625000,1756.375000
IC2574,8.520000,63.800000,12.000000,1149.585300,2920.854700
IC2574,8.810000,60.500000,6.200000,1156.428100,2503.821900
IC2574,9.100000,61.000000,5.700000,1170.846900,2550.153100
IC2574,9.380000,66.000000,1.300000,1209.137000,3146.863000
IC2574,9.670000,65.200000,3.400000,1282.059700,2968.980300
IC2574,9.960000,67.100000,4.700000,1282.665600,3219.744400
IC2574,10.230000,67.500000,9.300000,1312.769800,3243.480200
IC4202,0.770000,35.100000,3.960000,18336.826400,0.000000
IC4202,1.590000,77.900000,3.950000,32887.478100,0.000000
IC4202,2.360000,115.000000,6.700000,34708.744400,0.000000
IC4202,3.130000,156.000000,3.160000,35344.513300,0.000000
IC4202,3.950000,192.000000,3.140000,38461.882600,0.000000
IC4202,4.730000,204.000000,2.900000,41827.868900,0.000000
IC4202,5.500000,209.000000,3.360000,42661.778000,1019.222000
IC4202,6.270000,220.000000,3.250000,42951.806500,5448.193500
IC4202,7.080000,231.000000,3.490000,45390.933200,7970.066800
IC4202,7.860000,235.000000,4.650000,49575.963200,5649.036800
IC4202,8.660000,245.000000,6.000000,53775.877000,6249.123000
IC4202,9.450000,246.000000,5.570000,56980.553300,3535.446700
IC4202,10.240000,239.000000,6.950000,59041.602500,0.000000
IC4202,11.020000,240.000000,7.160000,59988.512900,0.000000
IC4202,11.790000,240.000000,4.850000,60096.593300,0.000000
IC4202,12.470000,246.000000,7.680000,59553.721900,962.278100
IC4202,13.340000,241.000000,6.210000,58415.377400,0.000000
IC4202,14.110000,250.000000,5.620000,57179.637000,5320.363000
IC4202,14.590000,242.000000,5.100000,56408.438100,2155.561900
IC4202,14.980000,244.000000,7.410000,55784.105300,3751.894700
IC4202,15.750000,248.000000,5.080000,54478.852300,7025.147700
IC4202,16.520000,249.000000,5.220000,53132.677400,8868.322600
IC4202,17.100000,246.000000,6.350000,52035.071300,8480.928700
IC4202,17.880000,241.000000,16.200000,50497.142600,7583.857400
IC4202,18.650000,247.000000,14.600000,48978.548900,12030.451100
IC4202,19.620000,234.000000,20.900000,47152.905900,7603.094100
IC4202,20.780000,249.000000,10.000000,45311.531500,16689.468500
IC4202,22.130000,236.000000,16.100000,43469.898500,12226.101500
IC4202,23.000000,245.000000,22.100000,42229.727400,17795.272600
IC4202,23.580000,243.000000,4.200000,41430.769700,17618.230300
IC4202,25.030000,238.000000,7.760000,39086.155800,17557.844200
IC4202,25.900000,247.000000,6.140000,37722.022900,23286.977100
KK98-251,0.250000,4.250000,2.000000,11.791300,6.271200
KK98-251,0.410000,6.840000,2.000000,26.467300,20.318300
KK98-251,0.570000,9.560000,2.000000,46.080000,45.313600
KK98-251,0.740000,12.300000,2.000000,81.923200,69.366800
KK98-251,0.900000,15.100000,2.000000,119.685800,108.324200
KK98-251,1.070000,17.500000,2.000000,169.117700,137.132300
KK98-251,1.240000,19.700000,2.000000,224.495300,163.594700
KK98-251,1.400000,21.800000,2.000000,273.478500,201.761500
KK98-251,1.570000,24.400000,2.000000,319.816100,275.543900
KK98-251,1.720000,27.300000,2.000000,361.394100,383.895900
