vertex,U,gamma_PPN,beta_PPN,c_eff,delta_S
58,0.114752,1.060868,0.500000,0.798363,0.252563
59,0.087314,1.045650,0.500000,0.842114,0.187487
60,0.091439,1.047910,0.500000,0.835380,0.197060
61,0.096522,1.050708,0.500000,0.827159,0.208957
62,0.124026,1.066113,0.500000,0.784106,0.275337
63,0.116064,1.061607,0.500000,0.796330,0.255761
64,0.033403,1.016985,0.500000,0.935843,0.068555
65,0.021465,1.010849,0.500000,0.958183,0.043642
66,0.042374,1.021646,0.500000,0.919457,0.087598
67,0.105565,1.055724,0.500000,0.812743,0.230401
68,0.042737,1.021835,0.500000,0.918800,0.088376
69,0.066512,1.034400,0.500000,0.876980,0.140277
70,0.024708,1.012509,0.500000,0.952052,0.050363
71,0.052496,1.026956,0.500000,0.901366,0.109427
72,0.080665,1.042028,0.500000,0.853092,0.172207
73,0.075998,1.039500,0.500000,0.860890,0.161588
74,0.127052,1.067835,0.500000,0.779510,0.282857
75,0.106433,1.056208,0.500000,0.811373,0.232478
76,0.101601,1.053519,0.500000,0.819030,0.220956
77,0.019358,1.009774,0.500000,0.962193,0.039293
78,0.152363,1.082464,0.500000,0.742079,0.347565
79,0.051393,1.026374,0.500000,0.903318,0.107030
80,0.013076,1.006581,0.500000,0.974267,0.026413
81,0.128265,1.068528,0.500000,0.777674,0.285885
82,0.070195,1.036374,0.500000,0.870693,0.148510
83,0.112935,1.059847,0.500000,0.801186,0.248150
84,0.098647,1.051882,0.500000,0.823749,0.213962
85,0.032512,1.016525,0.500000,0.937488,0.066680
86,0.131795,1.070546,0.500000,0.772359,0.294736
87,0.011917,1.005994,0.500000,0.976514,0.024050
88,0.105403,1.055634,0.500000,0.812999,0.230014
89,0.047913,1.024544,0.500000,0.909507,0.099496
90,0.095305,1.050037,0.500000,0.829120,0.206098
91,0.107778,1.056958,0.500000,0.809255,0.235704
92,0.063675,1.032884,0.500000,0.881855,0.133973
93,0.069233,1.035858,0.500000,0.872330,0.146355
94,0.151356,1.081874,0.500000,0.743534,0.344928
95,0.114415,1.060679,0.500000,0.798885,0.251745
96,0.134784,1.072262,0.500000,0.767886,0.302277
97,0.104769,1.055280,0.500000,0.814002,0.228499
98,0.129221,1.069073,0.500000,0.776232,0.288275
99,0.139014,1.074699,0.500000,0.761598,0.313028
100,0.145720,1.078586,0.500000,0.751732,0.330262
101,0.066541,1.034415,0.500000,0.876930,0.140342
102,0.072264,1.037486,0.500000,0.867184,0.153158
103,0.071244,1.036938,0.500000,0.868912,0.150865
104,0.070076,1.036310,0.500000,0.870895,0.148244
105,0.100379,1.052841,0.500000,0.820979,0.218058
106,0.102621,1.054086,0.500000,0.817408,0.223379
107,0.058000,1.029866,0.500000,0.891700,0.121454
108,0.063136,1.032597,0.500000,0.882785,0.132779
109,0.137714,1.073949,0.500000,0.763525,0.309715
110,0.058245,1.029996,0.500000,0.891272,0.121992
111,0.093407,1.048992,0.500000,0.832187,0.201653
112,0.056888,1.029277,0.500000,0.893644,0.119014
113,0.098989,1.052072,0.500000,0.823201,0.214770
114,0.051624,1.026496,0.500000,0.902909,0.107532
115,0.129648,1.069318,0.500000,0.775587,0.289345
116,0.032993,1.016773,0.500000,0.936599,0.067693
117,0.135845,1.072872,0.500000,0.766304,0.304965
118,0.028143,1.014272,0.500000,0.945609,0.057519
119,0.078523,1.040866,0.500000,0.856662,0.167322
120,0.027040,1.013705,0.500000,0.947672,0.055217
121,0.095820,1.050321,0.500000,0.828289,0.207308
122,0.135548,1.072701,0.500000,0.766747,0.304212
123,0.069058,1.035764,0.500000,0.872629,0.145963
124,0.114671,1.060823,0.500000,0.798488,0.252367
125,0.109567,1.057959,0.500000,0.806447,0.240008
126,0.031763,1.016138,0.500000,0.938875,0.065104
127,0.145806,1.078636,0.500000,0.751607,0.330483
128,0.083299,1.043460,0.500000,0.848725,0.178238
129,0.085879,1.044866,0.500000,0.844470,0.184174
130,0.068425,1.035424,0.500000,0.873708,0.144547
131,0.106268,1.056115,0.500000,0.811634,0.232082
132,0.123527,1.065830,0.500000,0.784866,0.274102
133,0.096601,1.050752,0.500000,0.827032,0.209143
134,0.085761,1.044802,0.500000,0.844665,0.183901
135,0.124765,1.066533,0.500000,0.782981,0.277171
136,0.039599,1.020199,0.500000,0.924490,0.081677
137,0.056096,1.028857,0.500000,0.895030,0.117280
138,0.081838,1.042665,0.500000,0.851144,0.174890
139,0.123466,1.065795,0.500000,0.784960,0.273951
140,0.094015,1.049326,0.500000,0.831204,0.203075
141,0.083699,1.043678,0.500000,0.848064,0.179157
142,0.047968,1.024573,0.500000,0.909409,0.099615
143,0.154296,1.083597,0.500000,0.739293,0.352644
144,0.045589,1.023326,0.500000,0.913666,0.094492
145,0.121656,1.064768,0.500000,0.787725,0.269479
146,0.047528,1.024342,0.500000,0.910194,0.098666
147,0.082803,1.043190,0.500000,0.849546,0.177099
148,0.044399,1.022703,0.500000,0.915806,0.091935
149,0.095207,1.049983,0.500000,0.829277,0.205869
150,0.107983,1.057073,0.500000,0.808933,0.236197
151,0.048832,1.025027,0.500000,0.907868,0.101481
152,0.092321,1.048394,0.500000,0.833948,0.199116
153,0.024210,1.012254,0.500000,0.952990,0.049329
154,0.073964,1.038402,0.500000,0.864312,0.156990
155,0.114880,1.060940,0.500000,0.798164,0.252876
156,0.088225,1.046148,0.500000,0.840622,0.189596
157,0.056903,1.029284,0.500000,0.893618,0.119046
158,0.141939,1.076391,0.500000,0.757279,0.320517
159,0.106462,1.056224,0.500000,0.811327,0.232549
160,0.128760,1.068810,0.500000,0.776927,0.287121
161,0.157792,1.085654,0.500000,0.734277,0.361883
162,0.081258,1.042349,0.500000,0.852108,0.173560
163,0.121140,1.064475,0.500000,0.788515,0.268207
164,0.105506,1.055691,0.500000,0.812836,0.230260
165,0.098391,1.051741,0.500000,0.824159,0.213359
166,0.083098,1.043350,0.500000,0.849058,0.177776
167,0.120787,1.064275,0.500000,0.789056,0.267338
168,0.058302,1.030026,0.500000,0.891174,0.122116
169,0.126744,1.067659,0.500000,0.779977,0.282089
170,0.008195,1.004114,0.500000,0.983777,0.016491
171,0.053237,1.027347,0.500000,0.900058,0.111040
172,0.047565,1.024362,0.500000,0.910128,0.098747
173,0.136588,1.073300,0.500000,0.765197,0.306852
174,0.131284,1.070254,0.500000,0.773126,0.293450
175,0.128245,1.068516,0.500000,0.777706,0.285834
176,0.058068,1.029902,0.500000,0.891581,0.121603
177,0.120190,1.063937,0.500000,0.789972,0.265868
178,0.108867,1.057567,0.500000,0.807545,0.238321
179,0.028615,1.014515,0.500000,0.944728,0.058506
180,0.082088,1.042801,0.500000,0.850730,0.175461
181,0.078986,1.041117,0.500000,0.855888,0.168377
182,0.042681,1.021806,0.500000,0.918903,0.088255
183,0.043120,1.022035,0.500000,0.918110,0.089194
184,0.035251,1.017942,0.500000,0.932439,0.072456
185,0.154003,1.083426,0.500000,0.739714,0.351874
186,0.134785,1.072262,0.500000,0.767885,0.302279
187,0.062472,1.032243,0.500000,0.883932,0.131309
188,0.107285,1.056683,0.500000,0.810031,0.234521
189,0.114978,1.060996,0.500000,0.798011,0.253115
190,0.063828,1.032966,0.500000,0.881591,0.134313
191,0.042472,1.021697,0.500000,0.919280,0.087807
192,0.075578,1.039273,0.500000,0.861595,0.160637
193,0.074771,1.038837,0.500000,0.862953,0.158812
194,0.094869,1.049796,0.500000,0.829824,0.205074
195,0.065761,1.033998,0.500000,0.878268,0.138605
196,0.160000,1.086957,0.500000,0.731126,0.367753
197,0.037256,1.018982,0.500000,0.928764,0.076700
198,0.147402,1.079565,0.500000,0.749276,0.334621
199,0.078218,1.040701,0.500000,0.857172,0.166627
200,0.129227,1.069077,0.500000,0.776223,0.288289
201,0.073294,1.038041,0.500000,0.865442,0.155478
202,0.031912,1.016215,0.500000,0.938598,0.065419
203,0.137866,1.074036,0.500000,0.763300,0.310101
204,0.145724,1.078588,0.500000,0.751727,0.330271
205,0.062603,1.032313,0.500000,0.883705,0.131600
206,0.139347,1.074891,0.500000,0.761106,0.313878
207,0.123331,1.065718,0.500000,0.785165,0.273617
208,0.055988,1.028800,0.500000,0.895220,0.117044
209,0.016250,1.008192,0.500000,0.968143,0.032905
210,0.034278,1.017438,0.500000,0.934229,0.070401
211,0.142036,1.076447,0.500000,0.757136,0.320766
212,0.093547,1.049069,0.500000,0.831960,0.201981
213,0.064150,1.033138,0.500000,0.881037,0.135027
214,0.067970,1.035181,0.500000,0.874485,0.143531
215,0.075404,1.039179,0.500000,0.861888,0.160244
216,0.056874,1.029269,0.500000,0.893669,0.118983
217,0.117747,1.062556,0.500000,0.793730,0.259874
218,0.082106,1.042810,0.500000,0.850700,0.175502
219,0.152535,1.082564,0.500000,0.741831,0.348015
220,0.126473,1.067505,0.500000,0.780388,0.281414
221,0.137965,1.074094,0.500000,0.763152,0.310355
222,0.118535,1.063001,0.500000,0.792516,0.261804
223,0.078187,1.040684,0.500000,0.857223,0.166558
224,0.146129,1.078824,0.500000,0.751135,0.331319
225,0.155022,1.084024,0.500000,0.738249,0.354557
226,0.056453,1.029046,0.500000,0.894406,0.118061
227,0.121501,1.064680,0.500000,0.787962,0.269096
228,0.118281,1.062858,0.500000,0.792907,0.261182
229,0.083736,1.043697,0.500000,0.848003,0.179240
230,0.085243,1.044519,0.500000,0.845518,0.182706
231,0.095410,1.050095,0.500000,0.828950,0.206345
232,0.075628,1.039300,0.500000,0.861511,0.160752
233,0.017251,1.008701,0.500000,0.966221,0.034960
234,0.145748,1.078602,0.500000,0.751691,0.330333
235,0.139545,1.075006,0.500000,0.760812,0.314385
236,0.055877,1.028741,0.500000,0.895415,0.116800
237,0.085947,1.044903,0.500000,0.844360,0.184329
238,0.106300,1.056134,0.500000,0.811582,0.232161
239,0.141772,1.076294,0.500000,0.757526,0.320086
240,0.062168,1.032081,0.500000,0.884457,0.130637
241,0.131551,1.070407,0.500000,0.772725,0.294122
242,0.095398,1.050088,0.500000,0.828970,0.206316
243,0.142520,1.076728,0.500000,0.756424,0.322010
244,0.060080,1.030970,0.500000,0.888077,0.126028
245,0.077471,1.040296,0.500000,0.858420,0.164931
246,0.054547,1.028038,0.500000,0.897751,0.113895
247,0.053579,1.027527,0.500000,0.899455,0.111784
248,0.070335,1.036449,0.500000,0.870456,0.148824
249,0.082724,1.043146,0.500000,0.849677,0.176918
250,0.017585,1.008871,0.500000,0.965582,0.035645
251,0.062506,1.032261,0.500000,0.883873,0.131384
252,0.133296,1.071407,0.500000,0.770110,0.298516
253,0.155457,1.084280,0.500000,0.737623,0.355706
254,0.093420,1.048999,0.500000,0.832166,0.201683
255,0.090789,1.047553,0.500000,0.836437,0.195548
256,0.072451,1.037587,0.500000,0.866867,0.153580
257,0.081445,1.042451,0.500000,0.851797,0.173989
258,0.081667,1.042572,0.500000,0.851428,0.174497
259,0.094659,1.049681,0.500000,0.830163,0.204583
260,0.156590,1.084946,0.500000,0.735998,0.358699
261,0.094056,1.049349,0.500000,0.831137,0.203171
262,0.128189,1.068484,0.500000,0.777789,0.285696
263,0.132064,1.070701,0.500000,0.771955,0.295412
264,0.045045,1.023041,0.500000,0.914644,0.093322
265,0.149154,1.080587,0.500000,0.746728,0.339176
266,0.078486,1.040846,0.500000,0.856722,0.167239
267,0.116712,1.061972,0.500000,0.795328,0.257342
268,0.067466,1.034911,0.500000,0.875345,0.142406
269,0.086562,1.045239,0.500000,0.843349,0.185749
270,0.086761,1.045348,0.500000,0.843022,0.186209
271,0.098712,1.051918,0.500000,0.823645,0.214116
272,0.013116,1.006601,0.500000,0.974190,0.026494
273,0.060552,1.031221,0.500000,0.887258,0.127068
274,0.020865,1.010543,0.500000,0.959323,0.042402
275,0.037311,1.019010,0.500000,0.928664,0.076816
276,0.119261,1.063412,0.500000,0.791399,0.263586
277,0.099061,1.052112,0.500000,0.823085,0.214941
278,0.053422,1.027444,0.500000,0.899732,0.111443
279,0.053589,1.027532,0.500000,0.899438,0.111806
