system_id,ra_deg,dec_deg,snr,z,planck_name,mcxc_cross_id,act_cross_id,spt_cross_id,source
MCXC J1629.7+5831,247.3886961,58.5338101,5.01677,0.132900,PSZ2 G088.53+41.18,J1629.7+5831,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G088.83-12.99,328.9823089,37.9995795,11.06742,0.292000,PSZ2 G088.83-12.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G088.98+55.07,224.7806173,52.8020265,4.71200,0.702346,PSZ2 G088.98+55.07,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G089.06-11.79,328.2214948,39.0645842,5.71643,-1.000000,PSZ2 G089.06-11.79,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G089.39+69.36,208.4259012,43.4834715,4.95889,0.680000,PSZ2 G089.39+69.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G089.46-58.09,355.9172489,0.3020789,6.25573,0.270000,PSZ2 G089.46-58.09,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G089.52+62.34,215.5298975,48.4768829,6.60505,0.070077,PSZ2 G089.52+62.34,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2307.0+1631,346.8005849,16.5097787,6.85355,0.250200,PSZ2 G089.81-39.56,J2307.0+1631,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G089.99-43.91,349.1767547,12.8125040,4.86368,0.523709,PSZ2 G089.99-43.91,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G090.04+34.09,260.8372980,60.9840911,5.44137,0.267000,PSZ2 G090.04+34.09,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G090.12-13.87,330.9178989,38.0894859,4.86867,-1.000000,PSZ2 G090.12-13.87,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G090.62+33.52,261.9435807,61.5086478,6.34438,0.307000,PSZ2 G090.62+33.52,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G090.66-52.34,353.7300487,5.6659665,5.95241,0.196717,PSZ2 G090.66-52.34,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G091.27-38.62,347.3346166,17.8952747,5.52388,-1.000000,PSZ2 G091.27-38.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2334.0+0704,353.5027674,7.0572877,5.49507,0.099000,PSZ2 G091.40-51.01,J2334.0+0704,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G091.56+08.50,309.0663098,54.9835623,4.77357,-1.000000,PSZ2 G091.56+08.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G091.79-27.00,341.3603157,28.1444147,6.97662,0.361735,PSZ2 G091.79-27.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G091.83+26.11,277.7835360,62.2480938,10.48808,0.822000,PSZ2 G091.83+26.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.11-33.73,345.4059019,22.4832542,5.81424,-1.000000,PSZ2 G092.11-33.73,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0003.1-0605,0.7878387,-6.0722084,9.34780,0.232000,PSZ2 G092.16-66.01,J0003.1-0605,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.30-55.75,356.1757981,3.0935927,4.81067,0.349000,PSZ2 G092.30-55.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.34+14.22,301.0280606,58.7275938,5.54076,-1.000000,PSZ2 G092.34+14.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.46-35.22,346.4589494,21.3244338,6.72739,-1.000000,PSZ2 G092.46-35.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.64+20.78,289.1859218,61.6802362,5.12186,-1.000000,PSZ2 G092.64+20.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G092.69+59.92,216.6347112,51.2520897,4.90125,-1.000000,PSZ2 G092.69+59.92,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1335.3+4059,203.8013921,41.0003965,17.62787,0.227900,PSZ2 G092.71+73.46,J1335.3+4059,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G093.04-32.38,345.4275891,24.0402516,6.03185,-1.000000,PSZ2 G093.04-32.38,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G093.41-16.26,335.9786463,38.0070356,4.59080,-1.000000,PSZ2 G093.41-16.26,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2324.3+1439,351.0862392,14.6074657,6.34930,0.042800,PSZ2 G093.42-43.21,J2324.3+1439,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G093.71-30.90,345.1839268,25.6113683,5.00123,-1.000000,PSZ2 G093.71-30.90,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1712.7+6403,258.1845245,64.0589891,26.50315,0.080900,PSZ2 G093.92+34.92,J1712.7+6403,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0035.4-2015,8.8501127,-20.2708377,8.70044,0.352000,PSZ2 G093.93-82.22,J0035.4-2015,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G093.94+13.75,303.3307120,59.8340153,4.88971,-1.000000,PSZ2 G093.94+13.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2317.1+1841,349.3655788,18.7010440,7.64744,0.042200,PSZ2 G093.94-38.82,J2317.1+1841,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G094.00+27.41,275.4863649,64.3488447,13.77782,0.331500,PSZ2 G094.00+27.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G094.31-11.31,333.2398927,42.5787919,4.72450,-1.000000,PSZ2 G094.31-11.31,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1701.3+6414,255.2898020,64.2391155,5.11120,0.453000,PSZ2 G094.44+36.13,J1701.3+6414,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G094.46-69.65,3.2029845,-8.9505236,5.76871,0.352111,PSZ2 G094.46-69.65,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G094.56+51.03,227.0613504,57.8917827,7.76994,0.539200,PSZ2 G094.56+51.03,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2323.8+1648,350.9895810,16.7654621,5.53902,0.041600,PSZ2 G094.61-41.24,J2323.8+1648,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1832.5+6449,278.1048846,64.8278210,7.72290,0.162300,PSZ2 G094.69+26.36,J1832.5+6449,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.00-37.14,349.3564146,20.5736221,4.92711,-1.000000,PSZ2 G095.00-37.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1351.7+4622,207.8525800,46.3557416,4.77328,0.062500,PSZ2 G095.22+67.41,J1351.7+4622,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.29+44.13,238.1345929,62.0544767,6.24279,0.330785,PSZ2 G095.29+44.13,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.39+14.43,303.6202672,61.3891122,7.47705,0.119000,PSZ2 G095.39+14.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.49+16.41,300.0388572,62.4440151,6.25610,0.300000,PSZ2 G095.49+16.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.65-50.01,355.5089132,9.1431972,5.70084,0.488066,PSZ2 G095.65-50.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G095.75-11.16,334.7027679,43.5133671,5.32545,-1.000000,PSZ2 G095.75-11.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G096.10+12.46,307.8285784,60.9109316,5.08754,-1.000000,PSZ2 G096.10+12.46,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G096.14+56.24,218.8387509,55.1413497,6.58087,0.139773,PSZ2 G096.14+56.24,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G096.43-20.89,342.0362292,35.5559657,5.80509,-1.000000,PSZ2 G096.43-20.89,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2344.9+0911,356.2844833,9.1809157,5.43034,0.040000,PSZ2 G096.77-50.29,J2344.9+0911,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G096.78-50.20,356.2514317,9.2677847,4.67218,0.068723,PSZ2 G096.78-50.20,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1452.9+5802,223.2487748,58.0365774,7.37511,0.317900,PSZ2 G096.83+52.49,J1452.9+5802,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G096.88+24.18,284.1703693,66.3779063,8.11239,0.300000,PSZ2 G096.88+24.18,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2350.8+0609,357.7422784,6.1543953,5.65452,0.056200,PSZ2 G096.99-53.64,J2350.8+0609,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.15+39.20,246.9034349,65.3963172,5.59471,0.205800,PSZ2 G097.15+39.20,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.37-17.11,340.6788968,39.2821154,4.73978,-1.000000,PSZ2 G097.37-17.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.52+51.70,223.8161822,58.8752410,5.69920,0.700000,PSZ2 G097.52+51.70,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.52-14.89,339.3764834,41.2783932,5.50372,-1.000000,PSZ2 G097.52-14.89,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1635.8+6612,248.9776437,66.2023136,22.77627,0.170900,PSZ2 G097.72+38.12,J1635.8+6612,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.78+46.95,231.0525489,62.0227094,4.50888,0.337800,PSZ2 G097.78+46.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G097.94+19.43,296.0803527,65.8456967,6.39656,0.245000,PSZ2 G097.94+19.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1754.6+6803,268.6368447,68.0406188,10.17601,0.077000,PSZ2 G098.10+30.30,J1754.6+6803,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.30-41.15,353.5972470,18.0002842,6.02218,0.436000,PSZ2 G098.30-41.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.38+77.22,199.6058535,38.5852629,5.50989,-1.000000,PSZ2 G098.38+77.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.39+57.68,215.5697601,54.9011005,5.07972,-1.000000,PSZ2 G098.39+57.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.44+56.59,216.7790694,55.7497044,6.62761,0.131838,PSZ2 G098.44+56.59,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.62+51.76,222.8270502,59.3306488,4.53774,-1.000000,PSZ2 G098.62+51.76,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1910.4+6741,287.5850393,67.7100090,4.67415,0.247100,PSZ2 G098.64+23.20,J1910.4+6741,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.67-07.04,334.8563299,48.5395600,6.29881,-1.000000,PSZ2 G098.67-07.04,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G098.75-28.63,348.4409718,29.6117242,4.74115,-1.000000,PSZ2 G098.75-28.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1853.9+6822,283.4647054,68.3772996,9.56377,0.092800,PSZ2 G098.97+24.86,J1853.9+6822,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G099.24+42.54,238.0378194,65.3405399,4.50267,0.223100,PSZ2 G099.24+42.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1935.3+6734,293.8081585,67.5905980,8.46920,0.170600,PSZ2 G099.30+20.92,J1935.3+6734,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G099.38+25.19,282.7519289,68.8065043,6.56803,0.350000,PSZ2 G099.38+25.19,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1428.4+5652,217.1485398,56.8765835,8.08447,0.105100,PSZ2 G099.48+55.60,J1428.4+5652,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1634.6+6738,248.6713702,67.6422796,5.57902,0.166800,PSZ2 G099.48+37.72,J1634.6+6738,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G099.55+34.23,257.6109137,68.7320602,5.34278,-1.000000,PSZ2 G099.55+34.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0003.8+0203,0.9450593,2.0536454,5.30325,0.092400,PSZ2 G099.57-58.64,J0003.8+0203,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G099.62+14.86,307.6361682,65.0935874,5.54439,-1.000000,PSZ2 G099.62+14.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G099.86+58.45,213.6782168,54.7835744,7.79464,0.630500,PSZ2 G099.86+58.45,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1908.3+6903,287.0822464,69.0852154,6.43922,0.210300,PSZ2 G100.04+23.73,J1908.3+6903,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.07+17.06,303.5893034,66.6116951,5.01178,-1.000000,PSZ2 G100.07+17.06,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1556.1+6621,239.0257278,66.3544668,8.32171,0.233900,PSZ2 G100.14+41.67,J1556.1+6621,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.22-29.64,350.2543462,29.2135500,7.05812,0.485000,PSZ2 G100.22-29.64,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.22+33.81,258.4192833,69.3734256,5.68790,-1.000000,PSZ2 G100.22+33.81,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.38+16.73,304.6810571,66.7029838,5.08381,-1.000000,PSZ2 G100.38+16.73,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.45+16.79,304.6406633,66.7855144,11.78533,-1.000000,PSZ2 G100.45+16.79,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2336.5+2108,354.1311002,21.1519105,4.62064,0.056500,PSZ2 G100.45-38.42,J2336.5+2108,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1900.4+6958,285.0767775,69.9617796,7.02350,0.087700,PSZ2 G100.80+24.61,J1900.4+6958,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G100.96-24.07,348.3482647,34.5796242,4.74681,0.424012,PSZ2 G100.96-24.07,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1727.4+7035,261.9280098,70.5941469,4.94466,0.305900,PSZ2 G101.36+32.39,J1727.4+7035,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G101.52-29.98,351.5962727,29.3257713,6.04112,0.227000,PSZ2 G101.52-29.98,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G101.55-59.03,2.0421784,2.0303799,6.11180,0.369455,PSZ2 G101.55-59.03,,ACT-CL J0008.1+0201,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2355.6+1120,358.8848806,11.3377165,6.17091,0.072600,PSZ2 G101.68-49.21,J2355.6+1120,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G102.90-31.04,353.3020224,28.7677964,6.12440,0.591500,PSZ2 G102.90-31.04,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G102.98-04.77,338.7069860,52.7264019,7.59287,-1.000000,PSZ2 G102.98-04.77,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2338.4+2700,354.5042922,27.0817580,7.14973,0.030900,PSZ2 G103.40-32.99,J2338.4+2700,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G103.56+24.78,286.1682108,72.4524912,5.62727,0.330000,PSZ2 G103.56+24.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.15-38.85,357.2018370,21.7235008,6.41452,-1.000000,PSZ2 G104.15-38.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1847.2+7320,281.8843077,73.3323149,4.66846,0.112500,PSZ2 G104.29+26.17,J1847.2+7320,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0001.9+1204,0.4838144,12.0781865,5.39621,0.203300,PSZ2 G104.30-48.99,J0001.9+1204,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.52+39.39,239.4819385,70.3849381,4.59873,-1.000000,PSZ2 G104.52+39.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.58-15.41,347.9582630,43.8835912,4.62935,-1.000000,PSZ2 G104.58-15.41,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.71-54.54,2.3395052,6.8292516,5.90490,0.244062,PSZ2 G104.71-54.54,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.74+40.42,236.7095880,69.9441180,4.57885,0.690000,PSZ2 G104.74+40.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G104.98-54.79,2.5583962,6.6338596,4.64351,0.291234,PSZ2 G104.98-54.79,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G105.00+39.68,238.1512045,70.5333574,4.97213,-1.000000,PSZ2 G105.00+39.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2320.2+4146,350.0594695,41.7870818,8.56164,0.140000,PSZ2 G105.25-17.93,J2320.2+4146,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0006.3+1052,1.5977680,10.8927467,5.89843,0.169800,PSZ2 G105.40-50.43,J0006.3+1052,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1311.1+3913,197.7544094,39.2462888,6.93177,0.072000,PSZ2 G105.55+77.21,J1311.1+3913,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1410.2+5942,212.5897378,59.6801202,6.03458,0.316000,PSZ2 G105.76+54.73,J1410.2+5942,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G105.82-38.36,358.3930757,22.5789079,11.51047,-1.000000,PSZ2 G105.82-38.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G105.94-16.14,350.0238946,43.6922767,4.61735,-1.000000,PSZ2 G105.94-16.14,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G106.11+24.11,290.3513156,74.5560767,5.70250,-1.000000,PSZ2 G106.11+24.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G106.15+25.75,284.2922956,74.9308604,4.88069,0.588000,PSZ2 G106.15+25.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G106.21+26.32,282.1361085,75.0586641,4.90126,-1.000000,PSZ2 G106.21+26.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1425.3+6311,216.3149012,63.1859924,7.13821,0.139400,PSZ2 G106.41+50.82,J1425.3+6311,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G106.48-10.42,347.6369971,49.1954944,5.40932,-1.000000,PSZ2 G106.48-10.42,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G106.61+66.71,202.6355400,49.1529377,5.33447,0.331400,PSZ2 G106.61+66.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0043.4-2037,10.8661755,-20.6170227,12.65438,0.292400,PSZ2 G106.87-83.23,J0043.4-2037,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1332.7+5032,203.1776746,50.5182926,16.45694,0.279900,PSZ2 G107.10+65.32,J1332.7+5032,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G107.11-39.50,359.7704048,21.7518131,5.52123,0.533030,PSZ2 G107.11-39.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2350.5+2931,357.6389687,29.5399212,5.15654,0.149800,PSZ2 G107.39-31.48,J2350.5+2931,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G107.41-09.57,348.4457875,50.3255589,10.68771,-1.000000,PSZ2 G107.41-09.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G107.66-58.32,4.8949376,3.5964757,7.62567,0.267000,PSZ2 G107.66-58.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G107.67-39.78,0.3018777,21.5931653,4.72506,0.415200,PSZ2 G107.67-39.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G107.83-45.45,1.8955149,16.1308493,7.09463,-1.000000,PSZ2 G107.83-45.45,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G108.13-09.21,349.2912600,50.9267900,9.10111,-1.000000,PSZ2 G108.13-09.21,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G108.17-11.56,350.6177080,48.7414367,7.97640,0.336000,PSZ2 G108.17-11.56,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G108.24+58.11,207.2301211,57.3468712,4.64587,0.321677,PSZ2 G108.24+58.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G108.27+48.66,216.7773374,65.6528114,5.94718,0.674000,PSZ2 G108.27+48.66,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G108.71-47.75,3.0592162,14.0265129,4.50874,0.371674,PSZ2 G108.71-47.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G109.14-28.02,358.2865429,33.2800378,6.71901,0.457000,PSZ2 G109.14-28.02,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G109.22-44.01,2.5556376,17.7559180,4.54273,0.173052,PSZ2 G109.22-44.01,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G109.52-19.16,355.7375812,41.9132192,5.94853,0.309200,PSZ2 G109.52-19.16,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G109.86+27.94,275.8330354,78.3892813,5.84821,0.400000,PSZ2 G109.86+27.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1359.8+6231,209.9355974,62.5279501,7.19941,0.325900,PSZ2 G109.97+52.84,J1359.8+6231,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G109.99-70.28,8.4865385,-7.8528190,6.86662,0.304487,PSZ2 G109.99-70.28,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G110.28-87.48,12.2532445,-24.6702243,6.56480,0.520000,PSZ2 G110.28-87.48,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G110.69-46.25,4.0991727,15.7851217,5.04812,-1.000000,PSZ2 G110.69-46.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1703.8+7838,256.1004654,78.6324689,40.75489,0.058100,PSZ2 G110.98+31.73,J1703.8+7838,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0018.5+1626,4.6448667,16.4333791,9.68021,0.545600,PSZ2 G111.61-45.71,J0018.5+1626,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1313.1+4616,198.2641617,46.2811644,8.31206,0.183000,PSZ2 G111.75+70.37,J1313.1+4616,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G112.07-39.86,3.8729798,22.2454189,5.72015,-1.000000,PSZ2 G112.07-39.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G112.35-32.86,2.6883645,29.1673189,5.09694,0.348114,PSZ2 G112.35-32.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1336.1+5912,203.9932388,59.2209707,12.32663,0.070100,PSZ2 G112.48+56.99,J1336.1+5912,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G112.54+59.53,202.4759113,56.8123493,5.37342,-1.000000,PSZ2 G112.54+59.53,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
