system_id,ra_deg,dec_deg,snr,z,planck_name,mcxc_cross_id,act_cross_id,spt_cross_id,source
PSZ2 PSZ2 G278.91-15.76,124.9708487,-64.9912125,4.90440,-1.000000,PSZ2 G278.91-15.76,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G278.92+31.06,169.7376107,-27.4578112,5.17825,-1.000000,PSZ2 G278.92+31.06,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G278.94-17.62,121.0917300,-65.9300519,5.12814,-1.000000,PSZ2 G278.94-17.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G279.02+81.24,189.1179938,19.0781662,4.86395,0.180000,PSZ2 G279.02+81.24,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G279.51-44.85,53.2472317,-64.2313312,5.08776,0.078558,PSZ2 G279.51-44.85,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G279.79+39.09,173.8795528,-20.3402876,7.28580,0.290000,PSZ2 G279.79+39.09,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1149.7-1219,177.4469087,-12.2965703,12.71850,0.155700,PSZ2 G280.17+47.83,J1149.7-1219,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G280.21+14.57,162.2178881,-42.8303477,5.11199,0.057987,PSZ2 G280.21+14.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G280.23-53.84,38.6821471,-58.4916978,5.88068,0.415000,PSZ2 G280.23-53.84,,,SPT-CLJ0234-5831,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G280.39-10.48,136.6507197,-63.0359559,4.99876,-1.000000,PSZ2 G280.39-10.48,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G280.76-52.30,40.2141633,-59.8555038,4.52323,0.590000,PSZ2 G280.76-52.30,,,SPT-CLJ0240-5952,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G280.78-52.22,40.3064115,-59.9275694,4.82310,-1.000000,PSZ2 G280.78-52.22,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G281.09-42.51,56.2993631,-66.5014791,5.01703,0.380000,PSZ2 G281.09-42.51,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G281.26-46.90,47.8487814,-63.9066586,6.00791,0.284000,PSZ2 G281.26-46.90,,,SPT-CLJ0311-6354,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G281.48-08.34,141.6462016,-62.3463303,6.51783,-1.000000,PSZ2 G281.48-08.34,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G282.11+38.61,175.5000126,-21.4376665,5.05420,-1.000000,PSZ2 G282.11+38.61,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1202.9-0650,180.7297567,-6.8582914,9.67954,0.126800,PSZ2 G282.12+54.04,J1202.9-0650,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G282.14+38.29,175.4051347,-21.7455734,4.90220,0.327000,PSZ2 G282.14+38.29,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G282.28+49.94,179.5033388,-10.7755488,6.59224,0.660000,PSZ2 G282.28+49.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G282.32-40.15,60.2229076,-68.5513407,4.56336,-1.000000,PSZ2 G282.32-40.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1114.1-3811,168.5496031,-38.1837162,9.07332,0.130600,PSZ2 G282.67+20.83,J1114.1-3811,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G282.96+14.23,165.2990154,-44.3202475,4.61148,-1.000000,PSZ2 G282.96+14.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G283.16-22.91,111.7440467,-71.6233657,8.64684,0.450000,PSZ2 G283.16-22.91,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G283.26+77.37,188.4885352,15.1755687,5.99637,0.281640,PSZ2 G283.26+77.37,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1229.9+1147,187.5549163,11.7963699,8.39307,0.085200,PSZ2 G283.91+73.87,J1229.9+1147,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G284.30-26.75,99.8761901,-73.4026050,4.73162,-1.000000,PSZ2 G284.30-26.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1206.2-0848,181.5622142,-8.7887260,13.60221,0.441400,PSZ2 G284.41+52.45,J1206.2-0848,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1227.4+0849,186.8635144,8.8325637,4.77845,0.089600,PSZ2 G284.59+70.84,J1227.4+0849,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G284.97-23.69,110.8394546,-73.4393437,15.65867,0.390000,PSZ2 G284.97-23.69,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.18+16.11,169.0743325,-43.4527813,5.84028,-1.000000,PSZ2 G285.18+16.11,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.28-47.35,42.5380197,-65.4993759,5.09994,-1.000000,PSZ2 G285.28-47.35,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0145.0-5300,26.2623659,-53.0404972,9.44991,0.116800,PSZ2 G285.52-62.23,J0145.0-5300,ACT-CL J0145-5301,SPT-CLJ0145-5301,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.63-17.23,131.0440104,-71.2022073,9.79633,0.350000,PSZ2 G285.63-17.23,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1230.7+1033,187.7146608,10.5758360,10.88553,0.165000,PSZ2 G285.63+72.75,J1230.7+1033,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.80-26.46,101.4233312,-74.7064510,6.64420,-1.000000,PSZ2 G285.80-26.46,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.85-46.36,43.4112002,-66.5061971,4.75986,-1.000000,PSZ2 G285.85-46.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G285.87-74.93,18.6956701,-41.4134351,6.67447,0.213000,PSZ2 G285.87-74.93,,,SPT-CLJ0114-4123,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.07-42.75,49.7588300,-69.2222430,4.92986,-1.000000,PSZ2 G286.07-42.75,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.28-38.36,59.8047279,-72.0971027,8.73423,0.307000,PSZ2 G286.28-38.36,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.32-30.62,85.3793735,-75.0625914,4.97583,-1.000000,PSZ2 G286.32-30.62,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.39+64.06,185.7032132,2.1157795,4.85210,0.228986,PSZ2 G286.39+64.06,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.62-31.24,82.8402445,-75.1930990,11.89962,0.210000,PSZ2 G286.62-31.24,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.66-23.93,111.5331787,-74.9866657,5.46404,-1.000000,PSZ2 G286.66-23.93,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.68+23.18,173.9995624,-37.2920876,5.33946,0.300000,PSZ2 G286.68+23.18,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.75-37.35,61.9422963,-72.9616493,8.21417,0.470000,PSZ2 G286.75-37.35,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G286.98+32.90,177.7061476,-28.0854754,22.65637,0.390000,PSZ2 G286.98+32.90,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.00-35.24,68.1016616,-74.1684925,5.66762,0.430000,PSZ2 G287.00-35.24,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0738.1-7506,114.5879119,-75.1234047,5.17341,0.111000,PSZ2 G287.05-23.21,J0738.1-7506,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1130.0-4213,172.5176543,-42.2433277,8.23349,0.155000,PSZ2 G287.22+18.13,J1130.0-4213,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.25+34.96,178.5733865,-26.1639824,5.44786,0.349000,PSZ2 G287.25+34.96,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1241.3+1834,190.3713635,18.5523255,7.43163,0.073000,PSZ2 G287.46+81.12,J1241.3+1834,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.54+58.63,184.9069644,-3.2840919,4.75093,0.305033,PSZ2 G287.54+58.63,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.55-14.25,141.6886441,-70.7315109,5.10112,-1.000000,PSZ2 G287.55-14.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.56-28.32,94.2894669,-76.3514305,7.20884,0.363000,PSZ2 G287.56-28.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1145.3-3425,176.3204124,-34.4427716,7.21489,0.069700,PSZ2 G287.72+26.46,J1145.3-3425,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G287.96-32.99,74.8491606,-75.8017877,11.74542,0.250000,PSZ2 G287.96-32.99,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G288.06-46.73,39.8015062,-67.1621151,4.56500,-1.000000,PSZ2 G288.06-46.73,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G288.08-14.81,141.5744604,-71.4852075,7.77626,0.290000,PSZ2 G288.08-14.81,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G288.15-39.04,55.1104970,-72.8592587,6.32265,0.480000,PSZ2 G288.15-39.04,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1203.2-2131,180.8254299,-21.5247940,13.31787,0.199200,PSZ2 G288.27+39.97,J1203.2-2131,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0352.4-7401,58.0609811,-74.0085625,21.26239,0.127000,PSZ2 G288.63-37.66,J0352.4-7401,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G288.87-32.97,73.7615844,-76.5163358,4.91481,-1.000000,PSZ2 G288.87-32.97,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1234.2+0947,188.6158211,9.7815310,8.79077,0.229000,PSZ2 G289.13+72.19,J1234.2+0947,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G289.16+55.27,185.0116974,-6.7568820,4.58134,0.410000,PSZ2 G289.16+55.27,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G289.30-28.95,91.0688695,-77.8445897,5.19027,-1.000000,PSZ2 G289.30-28.95,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G289.50+32.71,179.9769069,-28.8046571,4.97183,-1.000000,PSZ2 G289.50+32.71,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G289.50-47.49,36.6101369,-67.0819054,5.30401,-1.000000,PSZ2 G289.50-47.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1200.0-3124,179.9528676,-31.4267346,6.42656,0.068500,PSZ2 G290.19+30.16,J1200.0-3124,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G290.38+37.57,181.9785845,-24.2359602,4.65398,-1.000000,PSZ2 G290.38+37.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G290.83-45.84,36.8518740,-68.9655357,4.88279,-1.000000,PSZ2 G290.83-45.84,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G291.34+14.70,176.4087925,-46.6819618,4.55553,-1.000000,PSZ2 G291.34+14.70,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0145.2-6033,26.3162913,-60.5880340,6.86223,0.180500,PSZ2 G291.34-55.31,J0145.2-6033,,SPT-CLJ0145-6033,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.04+22.91,179.9441091,-38.8609429,5.59450,-1.000000,PSZ2 G292.04+22.91,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.22-43.33,38.2313262,-71.6195341,5.12637,-1.000000,PSZ2 G292.22-43.33,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.40-57.11,23.9906870,-59.0931754,4.92588,0.490000,PSZ2 G292.40-57.11,,,SPT-CLJ0135-5904,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.56+21.97,180.2999806,-39.8836938,11.69977,0.300000,PSZ2 G292.56+21.97,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.69-18.32,143.7570983,-77.1033593,4.96346,-1.000000,PSZ2 G292.69-18.32,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.74+33.49,183.1879691,-28.6121085,5.12740,0.081570,PSZ2 G292.74+33.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.77-23.80,120.5493457,-80.2478583,5.84627,-1.000000,PSZ2 G292.77-23.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G292.84-16.57,149.2666707,-75.9083461,7.97342,-1.000000,PSZ2 G292.84-16.57,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.01-65.78,19.2871935,-50.8488047,7.22222,-1.000000,PSZ2 G293.01-65.78,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.09+43.20,185.2897097,-19.0906391,5.07061,-1.000000,PSZ2 G293.09+43.20,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0110.0-4555,17.4679798,-45.9241997,6.98052,0.023800,PSZ2 G293.12-70.85,J0110.0-4555,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.17-14.35,155.4660664,-74.3155732,4.86264,-1.000000,PSZ2 G293.17-14.35,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1145.6-5420,176.4226246,-54.3099018,5.32772,0.155000,PSZ2 G293.35+07.33,J1145.6-5420,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.35-10.50,162.5448764,-71.0897932,4.77974,-1.000000,PSZ2 G293.35-10.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.63+08.25,177.2786319,-53.4889593,5.79794,-1.000000,PSZ2 G293.63+08.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.80-40.77,39.4300909,-74.4141561,4.54827,-1.000000,PSZ2 G293.80-40.77,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G293.92-17.26,150.8497478,-77.0983877,5.07806,-1.000000,PSZ2 G293.92-17.26,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.28-19.03,146.5609664,-78.6589988,7.25244,-1.000000,PSZ2 G294.28-19.03,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.31-14.18,159.3039572,-74.7606384,5.10200,-1.000000,PSZ2 G294.31-14.18,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.36-29.53,83.1318660,-82.0847902,6.28114,0.620000,PSZ2 G294.36-29.53,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.37-14.33,159.2046791,-74.9175365,8.87115,-1.000000,PSZ2 G294.37-14.33,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.45-13.94,160.1930199,-74.6249211,4.77347,-1.000000,PSZ2 G294.45-13.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.64+30.15,184.3980385,-32.1676562,5.13815,-1.000000,PSZ2 G294.64+30.15,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0303.7-7752,45.9910127,-77.9032088,14.36911,0.274200,PSZ2 G294.68-37.01,J0303.7-7752,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G294.89-37.19,44.8425596,-77.8628617,5.35206,0.470000,PSZ2 G294.89-37.19,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.00-37.76,42.9758355,-77.4498096,4.59584,-1.000000,PSZ2 G295.00-37.76,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.19-56.99,21.2058264,-59.6324953,5.99310,0.217000,PSZ2 G295.19-56.99,,,SPT-CLJ0124-5937,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.25-21.55,139.7604861,-81.0569652,7.64841,0.610000,PSZ2 G295.25-21.55,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.27+32.25,185.3698730,-30.1682685,4.78508,-1.000000,PSZ2 G295.27+32.25,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1215.4-3900,183.8908345,-38.9929388,9.76087,0.119000,PSZ2 G295.34+23.34,J1215.4-3900,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.36+24.29,184.0871402,-38.0593901,4.64184,-1.000000,PSZ2 G295.36+24.29,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.61-17.50,156.2505744,-78.2431533,5.84868,-1.000000,PSZ2 G295.61-17.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.63-51.96,23.3587293,-64.5678762,8.73352,0.333000,PSZ2 G295.63-51.96,,,SPT-CLJ0133-6434,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G295.92-39.39,36.5377538,-76.4194567,5.29261,-1.000000,PSZ2 G295.92-39.39,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G296.27-52.05,22.4121320,-64.5792253,6.82109,0.326400,PSZ2 G296.27-52.05,,,SPT-CLJ0129-6432,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0351.1-8212,57.7602520,-82.2162176,9.50203,0.061300,PSZ2 G296.42-32.49,J0351.1-8212,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G296.59-10.50,171.9015264,-72.3373100,4.81530,-1.000000,PSZ2 G296.59-10.50,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G296.88-17.07,162.5493140,-78.4984574,5.22031,-1.000000,PSZ2 G296.88-17.07,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G296.91-07.00,175.9080374,-69.0842742,7.10162,0.310000,PSZ2 G296.91-07.00,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.16-44.90,25.9134866,-71.6324630,5.46878,-1.000000,PSZ2 G297.16-44.90,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.31-34.68,43.9911440,-81.0391578,5.18834,-1.000000,PSZ2 G297.31-34.68,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.64-11.94,173.7429101,-74.0284876,6.46493,-1.000000,PSZ2 G297.64-11.94,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.84+26.03,187.1659874,-36.6148495,6.23564,-1.000000,PSZ2 G297.84+26.03,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.91+31.43,187.8533032,-31.2421661,4.96302,-1.000000,PSZ2 G297.91+31.43,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G297.97-67.74,15.7362325,-49.2717490,13.08221,0.870000,PSZ2 G297.97-67.74,,ACT-CL J0102-4915,SPT-CLJ0102-4915,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G298.56+13.53,186.3642942,-49.1152893,8.14353,0.640000,PSZ2 G298.56+13.53,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G299.38-57.32,16.6512041,-59.7005253,4.76312,0.348114,PSZ2 G299.38-57.32,,,SPT-CLJ0106-5943,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G299.54+17.83,188.3017751,-44.9185444,6.02125,-1.000000,PSZ2 G299.54+17.83,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G299.68-60.21,15.8068064,-56.8424341,5.11683,-1.000000,PSZ2 G299.68-60.21,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1240.2-4825,190.0180330,-48.4394728,6.43877,0.152000,PSZ2 G300.98+14.38,J1240.2-4825,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1247.7-0247,191.9528578,-2.8002916,6.10587,0.179700,PSZ2 G301.11+60.05,J1247.7-0247,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G301.90+20.17,191.5500968,-42.6826757,5.26161,-1.000000,PSZ2 G301.90+20.17,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1248.7-4118,192.2170252,-41.2652725,9.50365,0.011400,PSZ2 G302.41+21.60,J1248.7-4118,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1248.7-4118,192.3138914,-41.3303492,8.36482,0.011400,PSZ2 G302.49+21.53,J1248.7-4118,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0051.3-2831,12.8614720,-28.4978061,6.59417,0.112500,PSZ2 G302.85-88.63,J0051.3-2831,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G303.00+20.86,192.9471580,-42.0057981,4.62035,-1.000000,PSZ2 G303.00+20.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J0051.1-4833,12.8043537,-48.6367094,4.84964,0.187300,PSZ2 G303.03-68.49,J0051.1-4833,,SPT-CLJ0051-4834,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G303.54+36.49,193.4107642,-26.3693551,4.91256,0.221153,PSZ2 G303.54+36.49,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1253.2-1522,193.3025709,-15.3219881,5.17788,0.046200,PSZ2 G303.56+47.54,J1253.2-1522,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G303.72-48.28,11.3984360,-68.8371011,5.21374,-1.000000,PSZ2 G303.72-48.28,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G303.75-32.86,6.0180877,-84.2206932,5.12938,-1.000000,PSZ2 G303.75-32.86,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1254.6-2913,193.6423650,-29.1620989,10.77025,0.054400,PSZ2 G303.75+33.70,J1254.6-2913,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G303.98-18.29,199.3557478,-81.1091950,4.83872,-1.000000,PSZ2 G303.98-18.29,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1257.2-3022,194.3410909,-30.3669346,12.40034,0.055400,PSZ2 G304.44+32.48,J1257.2-3022,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J2340.1-8510,354.9463884,-85.2179879,8.28185,0.193400,PSZ2 G304.65-31.66,J2340.1-8510,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G304.84-41.40,7.0698749,-75.6340050,11.21930,0.410000,PSZ2 G304.84-41.40,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G304.84+69.84,193.5236126,6.9787554,4.72224,0.346000,PSZ2 G304.84+69.84,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
MCXC J1257.1-1724,194.3178771,-17.4108170,16.11598,0.047300,PSZ2 G304.91+45.43,J1257.1-1724,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G304.95-18.60,205.5794155,-81.2788479,4.64659,-1.000000,PSZ2 G304.95-18.60,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G305.14-33.60,357.0183531,-83.2462831,5.29016,-1.000000,PSZ2 G305.14-33.60,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G305.39-40.24,4.6578374,-76.7277062,5.07610,-1.000000,PSZ2 G305.39-40.24,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G305.55-42.77,5.7782256,-74.2063506,5.55634,-1.000000,PSZ2 G305.55-42.77,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
PSZ2 PSZ2 G305.59-54.80,9.5577515,-62.2546211,5.26117,-1.000000,PSZ2 G305.59-54.80,,,,Planck PSZ2 CDS J/A+A/594/A27 (psz2.dat)
